Affected_data_volume;Criminal_investigation_exception;Date;company_industry;country;country_security_exception;data_category_Basic_personal_data;data_category_Children_data;data_category_Criminal_data;data_category_Financial_location_data;data_category_Special_category_data;data_processing_basis_Consent;data_processing_basis_Legal_obligation;data_processing_basis_Legitimate_interest;data_processing_basis_Performance_of_public_task;data_processing_basis_Protection_of_vital_interests;data_processing_basis_contract_performance;fine_amount;free_speech_exception;gdpr_clause;gdpr_conflict;violation_nature_Breach_of_Data_processing_principle;violation_nature_Breach_of_data_security;violation_nature_Violation_of_Data_processing_obligation;violation_nature_Violation_of_data_subject_rights;violation_result
unspecific;0;2023;Public sector;Italy;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 82;No conflict;1;0;0;1;1
unspecific;1;2021;Public sector;Spain;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 32;No conflict;0;0;0;0;0
unspecific;0;2021;Social Media;Italy;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 7 of Regulation (EU) 2016/679;No conflict;1;0;0;1;1
unspecific;0;2023;Retail;Italy;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 8 of the European Convention on Human Rights;No conflict;1;0;0;1;1
unspecific;0;2024;Human resources;Italy;0;0;0;0;0;0;0;0;1;0;0;0;463000;0;Article 5;No conflict;1;0;0;0;1
unspecific;0;2023;Public sector;Italy;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 23 Legislative Decree no. 196 of 2003;No conflict;1;0;0;0;1
51;0;2020;Public sector;Slovenia;0;1;0;0;0;0;0;1;0;0;0;0;150000;0;Article 6(1)(c);No conflict;0;0;1;0;1
unspecific;0;2022;Public sector;Luxembourg;0;0;0;0;1;0;0;1;0;1;0;0;0;0;Article 6(1)(e);No conflict;0;0;1;0;1
unspecific;0;2023;Social Media;Luxembourg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 78;No conflict;0;0;0;1;1
unspecific;0;2023;Social Media;Luxembourg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 78;No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Luxembourg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 38(1), Article 38(2), Article 39(1)(a);yes;1;0;1;0;1
unspecific;0;2024;Public sector;Luxembourg;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Article 17(3b), Article 18(1b), Article 96;No conflict;0;0;0;0;0
unspecific;0;2020;Leisure;Netherlands;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 6 paragraph 1, opening words and under f GDPR;No conflict;0;0;0;1;1
unspecific;1;2020;Public sector;Netherlands;0;1;0;1;0;0;0;1;0;1;0;0;45500;0;Article 12 GDPR, Article 15 GDPR, Art 41 UAVG;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;France;0;0;0;0;0;0;0;0;1;0;0;0;1442;0;Article 5, Article 12, Article 13, Article 14, Article 21, Article 44;No conflict;1;0;1;1;1
unspecific;0;2021;Public sector;France;0;0;0;1;1;1;0;1;0;1;0;0;0;0;Article 9(2)(g);No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;France;0;0;0;0;1;0;0;1;0;1;0;0;2500;0;Article 31;yes;1;0;1;1;1
47000000;0;2022;Social Media;France;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 82 of the law of January 6, 1978;No conflict;1;0;0;1;1
unspecific;0;2021;Social Media;France;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 5(3) of Directive 2002/58/EC;No conflict;1;0;0;1;1
unspecific;0;2022;Retail;France;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 82 of Law No. 78-17 of January 6, 1978;No conflict;1;0;0;1;1
unspecific;0;2023;Human resources;France;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 56(2);No conflict;0;0;0;0;0
unspecific;0;2024;Medical;France;0;0;1;0;0;1;1;0;0;1;0;0;50000;0;Article 6(1)(e);No conflict;0;0;0;0;0
unspecific;0;2024;Marketing;France;0;0;0;0;0;0;1;0;1;0;0;0;150000;0;Article 82;No conflict;1;0;0;1;1
unspecific;0;2025;Medical;France;0;0;0;0;0;1;0;0;0;0;0;0;2000000;0;Article 9(2)(f);No conflict;0;0;0;1;0
unspecific;0;2018;Retail;Netherlands;0;0;0;0;1;1;0;1;1;0;0;0;150000;0;Article 9(1);yes;1;0;0;1;1
unspecific;0;2020;Public sector;Netherlands;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 6;No conflict;0;0;0;1;1
unspecific;0;2019;Marketing;Netherlands;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 6(1)(f) GDPR;yes;1;0;1;1;1
unspecific;0;2021;Public sector;Netherlands;0;1;0;0;0;0;1;0;0;0;0;0;0;0;Article 82(1);No conflict;1;1;1;1;1
unspecific;0;2021;Retail;The Netherlands;0;0;0;0;0;0;0;0;1;0;0;1;0;0;Not specified;No conflict;0;0;0;0;0
18500;0;2021;Retail;Netherlands;0;1;0;0;0;0;1;0;0;0;0;1;0;0;Article 5;No conflict;1;1;0;0;0
unspecific;0;2020;Retail;Netherlands;0;0;1;0;1;0;0;0;1;0;0;0;425000;0;Article 6(1)(f);No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Italy;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 9;No conflict;0;0;0;0;0
unspecific;0;2021;Retail;Netherlands;0;0;0;0;0;0;1;0;1;0;0;1;0;0;Article 6(1)(f);No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Italy;0;0;0;0;0;0;1;0;0;1;0;0;400000;0;Article 57(1)(c);No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Italy;0;0;0;0;0;1;1;0;0;1;1;0;75000;0;Article 9(2)(g);No conflict;0;0;0;0;0
762000;0;2020;Retail;Italy;0;1;0;0;1;0;0;1;0;0;0;0;200000;0;Article 33, Article 154, paragraph 1, lett. c), Article 164-bis, paragraph 2;No conflict;1;1;1;0;1
3000000;0;2020;Retail;Italy;0;1;0;0;0;0;1;0;0;0;0;1;200000;0;Article 5(1)(a);yes;1;1;0;0;1
1100;0;2022;Retail;Netherlands;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 6 paragraph 1;No conflict;1;1;1;1;1
1100;0;2022;Retail;Netherlands;0;1;0;0;1;0;0;1;0;0;0;0;84159;0;Article 6(1);No conflict;1;1;0;1;1
unspecific;0;2020;Public sector;Italy;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Article 6(1)(c) and (e), (2) and (3)(b);No conflict;1;0;0;0;1
unspecific;0;2020;Public sector;Italy;0;1;0;0;1;0;0;1;0;1;0;0;400000;0;Article 5(1)(a), Article 5(1)(c), Article 6(1)(c), Article 6(1)(e), Article 6(2), Article 6(3)(b);No conflict;1;0;1;0;1
2000;0;Not specified;Public sector;Italy;0;1;0;0;0;1;0;1;0;1;0;0;0;0;Article 5, Article 6, Article 13, Article 28, Article 32;yes;1;1;1;1;1
50;0;2020;Public sector;Italy;0;1;0;0;0;0;0;1;0;1;0;0;575000;0;Article 5(1)(a), Article 5(1)(c), Article 6(1)(c), Article 6(1)(e), Article 6(2), Article 6(3)(b);No conflict;1;0;1;1;1
253;0;2020;Human resources;Italy;0;0;0;0;0;1;0;0;1;0;0;0;3500;0;Article 5(1)(a), Article 5(1)(c), Article 6(1)(b), Article 6(1)(c), Article 9(1)(b);yes;1;0;0;1;1
unspecific;0;2020;Social Media;Italy;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;Article 5, par. 1 letter a);yes;1;0;1;1;1
unspecific;0;2022;Insurance;Netherlands;0;0;0;0;0;0;0;0;0;0;0;1;525000;0;Article 6(1)(f), Article 17(1)(c), Article 17(1)(d), Article 21(1);No conflict;0;0;0;1;1
unspecific;0;2021;Social Media;Italy;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Article 58(2)(f), Article 66(1);No conflict;1;0;1;1;1
unspecific;0;2020;Medical;Italy;0;0;0;0;0;1;1;0;0;0;0;0;500000;0;Article 9(2)(a);No conflict;1;1;1;1;1
unspecific;0;2021;Public sector;Italy;0;1;0;0;1;0;0;0;0;1;0;0;0;0;Article 5(1)(f), Article 32;No conflict;1;1;0;0;1
unspecific;0;2019;Public sector;Italy;0;0;0;0;0;1;0;1;0;1;0;0;2500;0;Article 5(1)(a), Article 6(1)(c), Article 9(2)(b), Article 9(2)(g);yes;1;0;0;0;1
182;0;2021;Medical;Italy;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Article 9(2)(h);No conflict;1;0;0;0;1
5000;0;2019;Public sector;Italy;0;1;0;0;0;0;0;1;0;1;0;0;6375;0;Article 5(1)(a), (b), (c), Article 6(1)(c), (e), Article 6(2), (3)(b), Article 37(1), (7), Article 2-ter(1), (3) of the Code;No conflict;1;0;1;0;1
unspecific;0;2021;Medical;Italy;0;0;0;0;0;1;0;1;0;0;0;0;150000;0;Article 9;yes;1;0;1;0;1
unspecific;0;2021;Public sector;Italy;0;0;0;0;0;1;0;0;0;1;0;0;1442;0;Article 5(1)(a), Article 5(1)(c), Article 6, Article 9, Article 13, Article 35, Article 88;yes;1;0;1;1;1
unspecific;0;2021;Medical;Italy;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 5;No conflict;1;0;0;0;1
unspecific;0;2021;Public sector;Italy;0;1;0;0;0;0;0;1;0;0;0;0;1000000;0;Article 5(1)(f), Article 25, Article 32, Article 35;No conflict;1;1;1;0;1
unspecific;0;2021;Public sector;Italy;0;1;0;1;0;0;0;1;0;0;0;0;250000;0;Article 28, Article 32;No conflict;1;1;1;0;1
8600000;0;2021;Public sector;Italy;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Article 5, Article 12, Article 13, Article 25, Article 28, Article 32;yes;1;1;1;1;1
14000;0;2021;Education;Italy;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 5, Article 6, Article 9, Article 13, Article 25, Article 35, Article 44, Article 46;yes;1;0;1;1;1
unspecific;0;2021;Marketing;Italy;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5, Article 6, Article 7, Article 14, Article 21, Article 28, Article 29;yes;1;0;1;1;1
2490000;0;2021;Marketing;Italy;0;0;0;0;0;0;1;0;1;0;0;0;5000;0;Article 5(1)(a), Article 6(1)(a), Article 12, Article 13, Article 14, Article 21, Article 130 of the Code;yes;1;0;1;1;1
unspecific;0;2022;Medical;Italy;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Article 12, Article 15;No conflict;0;0;0;1;1
unspecific;0;2022;Leisure;Italy;0;0;0;0;0;0;0;0;1;0;0;0;1500000;0;Article 5(1)(a), Article 5(1)(c), Article 13;No conflict;1;0;0;0;1
unspecific;0;2022;Retail;Italy;0;0;0;0;0;0;0;0;1;0;0;0;850;0;Article 5(1)(a), Article 12, Article 13;No conflict;1;0;0;0;1
3548;0;2022;Public sector;Italy;0;1;0;0;0;0;0;0;0;1;0;1;400000;0;Article 28, par. 2, Article 32;No conflict;1;1;1;0;1
1;0;2022;Medical;Italy;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 9;No conflict;1;0;0;0;1
1897;0;2022;Leisure;Italy;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 12, Article 17, Article 157;No conflict;1;0;1;1;1
unspecific;0;2022;Social Media;Italy;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 4, Article 9, Article 85, Article 58;No conflict;1;0;0;1;1
unspecific;0;2022;Public sector;Italy;0;1;0;1;0;0;0;1;0;1;0;1;8500000;0;Article 5(1)(a), Article 5(1)(c), Article 6, Article 10;yes;1;0;1;1;1
unspecific;0;2022;Medical;Italy;0;1;0;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(a), Article 5(1)(f), Article 9, Article 32;No conflict;1;0;0;0;1
unspecific;0;2022;Public sector;Italy;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Article 28;No conflict;0;0;1;0;1
1514000;0;2022;Social Media;Italy;0;1;0;0;1;0;1;0;0;0;0;0;0;0;Article 13, Article 23, Article 37, Article 164-bis;yes;1;1;1;1;1
10;0;2022;Public sector;Italy;0;1;0;0;0;1;0;1;0;1;0;0;212500;0;Article 5(1)(a), Article 5(1)(f), Article 6(1)(e), Article 9(2)(g), Article 32;No conflict;1;1;1;1;1
unspecific;0;2022;Retail;Italy;0;0;0;0;0;0;0;0;0;0;0;1;85000;0;Article 5, par. 1, lett. a) and e), Article 13, Articles 12, par. 3, and 15;No conflict;1;0;1;1;1
unspecific;0;2022;Public sector;Italy;0;0;0;0;0;0;0;1;0;1;0;0;250;0;Article 5(1)(a), Article 5(1)(e), Article 5(2), Article 12(1), Article 13, Article 24, Article 25, Article 37(7);No conflict;1;0;1;1;1
unspecific;0;2022;Social Media;Italy;0;0;0;0;0;1;1;0;0;0;0;0;425000;0;Article 144-bis;No conflict;0;0;0;1;1
unspecific;0;2022;Education;Italy;0;0;1;0;0;0;0;1;0;0;0;0;525000;0;Article 5, par. 1, lett. a) and c), Article 6, par. 1, lett. b) and c);No conflict;1;0;0;1;1
unspecific;0;2022;Social Media;Italy;0;1;0;1;0;0;0;0;0;0;0;0;400000;0;Article 5(1)(a), Article 137 of the Code, Article 6 and 8 of the Deontological Rules, Article 2-quater of the Code, Article 14 of Presidential Decree no.15/2018;yes;1;0;1;1;1
unspecific;0;2022;Public sector;Italy;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 6(1)(e), Article 17;No conflict;1;0;1;1;1
589;0;2022;Medical;Italy;0;1;0;0;0;1;0;0;0;0;0;0;0;0;Article 5, par. 1, lett. f) and 9 of the Regulations;No conflict;1;1;0;0;1
unspecific;0;2022;Social Media;Italy;0;1;1;0;0;1;0;0;0;0;0;0;0;0;Article 9, Article 52(2) of the Code, Article 50 of the Code;yes;1;0;1;1;1
357046;0;2022;Social Media;Italy;0;1;0;0;0;0;1;0;0;0;0;0;3330;0;Article 5(1)(a), Article 5(1)(d), Article 5(2), Article 6, Article 12(1), Article 12(2), Article 13, Article 15, Article 16, Article 17, Article 24, Article 25, Article 31;No conflict;1;0;1;1;1
unspecific;0;2022;Marketing;Italy;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 5(1)(a), Article 5(2), Article 13(1)(f), Article 24, Article 44, Article 46;No conflict;1;0;1;1;1
unspecific;0;2022;Retail;Italy;0;0;0;0;1;0;0;0;0;0;0;0;1050;0;Article 5, par. 1, lett. a) and f), Article 6;No conflict;1;0;0;0;1
unspecific;0;2022;Social Media;Italy;0;0;1;0;1;0;1;0;1;0;0;0;150000;0;Article 6(1)(f), Article 9(2), Article 22(1);yes;1;0;1;1;1
unspecific;0;2022;Public sector;Italy;0;1;1;0;0;0;0;1;0;1;0;0;300000;0;Article 5(1)(c), Article 6(1)(c), Article 6(1)(e), Article 6(2), Article 6(3)(b), Article 2-ter(1-3);No conflict;1;0;0;0;1
unspecific;0;2022;Social Media;Italy;0;0;0;1;0;0;0;0;0;0;0;0;500000;0;Article 17(1)(c), Article 21(1);No conflict;0;0;0;0;0
500;0;2022;Medical;Italy;0;1;0;0;0;1;1;0;0;0;0;0;1674;0;Article 9(2)(a);No conflict;0;0;0;0;0
unspecific;0;2022;Social Media;Italy;0;1;0;1;0;0;0;1;0;0;0;0;0;0;Article 17(1)(c), Article 21(1);No conflict;0;0;0;1;1
unspecific;0;2022;Public sector;Italy;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 5(1)(e), Article 5(2), Article 12, Article 13, Article 38(6);yes;1;0;1;1;1
unspecific;0;2022;Human resources;Italy;0;1;0;0;0;0;0;0;0;0;0;1;100000;0;Article 15;yes;1;0;0;1;1
unspecific;0;2022;Public sector;Italy;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 5(1)(c), Article 6, Article 2-ter of the Code;No conflict;1;0;0;0;1
unspecific;0;2022;Retail;Italy;0;0;0;0;0;0;0;0;0;0;0;0;1442;0;Article 5(1)(a), Article 13;No conflict;1;0;0;0;1
unspecific;0;2022;Leisure;Italy;0;0;0;0;0;1;0;1;0;0;0;0;400000;0;Article 157;No conflict;0;0;1;0;1
unspecific;0;2022;Leisure;Italy;0;0;0;0;0;0;1;0;0;0;0;0;212500000;0;Article 5(2), Article 6(1)(a), Article 12(3), Article 15, Article 17, Article 21, Article 24, Article 130 of the Code;No conflict;1;0;1;1;1
unspecific;0;2022;Leisure;Italy;0;0;0;0;0;0;1;0;1;0;0;1;42500;0;Article 12;No conflict;1;0;0;1;1
10000000;0;2022;Retail;Italy;0;1;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(b), Article 5(1)(e), Article 5(2), Article 6, Article 7, Article 12(1), Article 13(2)(a), Article 24, Article 25(1);No conflict;1;0;1;0;1
unspecific;0;2022;Human resources;Italy;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Article 12 and 15;yes;1;0;0;1;1
unspecific;0;2022;Public sector;Italy;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 12 in relation to Article 17;No conflict;0;0;0;1;1
150000;0;2022;Medical;Italy;0;0;0;0;0;1;1;0;0;0;0;0;150000;0;Article 5, par.1, lett. a) and b), Article 9;yes;1;0;0;0;1
unspecific;0;2022;Education;Italy;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 5(1)(c), Article 6, Article 2-ter;yes;1;0;1;0;1
16000000;0;2022;Social Media;Italy;0;0;0;0;0;0;1;0;1;0;0;1;300000;0;Article 5(1)(a), Article 6, Article 7, Article 13, Article 14, Article 27, Article 28, Article 32, Article 35;yes;1;0;1;1;1
12580;0;2022;Public sector;Italy;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5, Article 6, Article 2-ter of the Code;No conflict;1;0;1;0;1
132;0;2022;Leisure;Italy;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 9(2)(b);yes;1;0;1;1;1
16743;0;2022;Public sector;Italy;0;1;0;0;1;0;0;0;0;1;0;1;0;0;Article 5(1)(d), Article 5(1)(e), Article 5(2), Article 12, Article 15, Article 24;yes;1;0;1;1;1
unspecific;0;2022;Education;Italy;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 5, Article 6, Article 38;yes;1;0;1;0;1
unspecific;0;2022;Human resources;Italy;0;1;0;0;0;0;1;0;0;0;0;0;0;0;Article 17, Article 6;No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Italy;0;0;0;0;0;0;0;1;0;0;0;0;500000;0;Article 5, Article 13, Article 114, Article 157;No conflict;1;0;1;1;1
unspecific;0;2022;Medical;Italy;0;1;0;0;0;1;0;1;0;1;0;0;0;0;Article 5, Article 6, Article 9;No conflict;1;0;1;0;1
unspecific;0;2022;Retail;Italy;0;0;0;0;0;0;0;0;0;0;0;0;50000;0;Article 12, Article 15;No conflict;0;0;0;1;1
17000;0;2022;Medical;Italy;0;1;0;0;0;1;0;1;0;1;0;0;400;0;Article 5(1)(a), Article 9, Article 14, Article 35;yes;1;0;1;0;1
unspecific;0;2023;Social Media;Italy;0;1;1;0;0;0;0;0;0;0;0;0;2512056;0;Article 5, Article 6, Article 8, Article 9, Article 25;yes;1;0;1;1;1
unspecific;0;2022;Social Media;Italy;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Article 6(1)(a), Article 6(1)(f), Article 6(1)(b), Article 9, Article 5(1)(c), Article 5(1)(e), Article 13(2)(a), Article 57(1)(a), Article 66(1), Article 58(2)(a), Article 66(2);yes;1;0;1;1;1
66771;0;2022;Retail;Italy;0;1;0;0;0;0;1;0;1;0;0;0;1000000;0;Article 5(1)(a), Article 5(2), Article 6, Article 7, Article 12(1), Article 12(2), Article 12(3), Article 21(2), Article 24(1), Article 24(2), Article 25(1), Article 130 of the Code;No conflict;1;0;1;1;1
9700;0;2022;Insurance;Italy;0;1;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a), Article 5(1)(d), Article 5(1)(e), Article 6(1)(a), Article 7, Article 13, Article 24, Article 130 of the Code;yes;1;0;1;1;1
unspecific;0;2023;Social Media;Italy;0;0;0;0;0;0;1;0;1;0;0;0;200000;0;Article 6(1)(a), Article 130 of the Code, Article 13(1)(c) and (e), Article 5(1)(a);yes;1;0;1;1;1
unspecific;0;2023;Social Media;Italy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 17(1)(c), Article 21(1);No conflict;0;0;0;1;1
unspecific;0;2023;Social Media;Italy;0;1;0;1;0;0;0;0;1;0;0;0;0;0;Article 17;No conflict;1;0;0;1;1
unspecific;0;2023;Social Media;Italy;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Article 5, Article 6, Article 8, Article 13, Article 25;yes;1;0;1;1;1
4000000;0;2023;Marketing;Italy;0;1;0;0;0;0;1;0;0;0;0;0;25269;0;Article 13, Article 5(1)(a), Article 6, Article 7;No conflict;1;0;0;1;1
unspecific;0;2023;Retail;Italy;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Article 5, Article 13, Article 114;No conflict;1;0;1;1;1
7;0;2023;Marketing;Italy;0;0;0;0;0;0;0;0;1;0;0;0;28380000;0;Article 5(1)(a), Article 6(1)(a), Article 28, Article 130 of the Code, Article 157 of the Code;No conflict;1;0;1;0;1
unspecific;0;2023;Social Media;Italy;0;0;1;0;0;0;1;0;1;0;0;0;0;0;Article 58(2)(d);No conflict;1;0;0;1;1
5776;0;2023;Marketing;Italy;0;1;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a), Article 6(1)(a), Article 7, Article 12, Article 13, Article 14, Article 15, Article 130 of the Code;yes;1;0;1;1;1
unspecific;0;2023;Social Media;Italy;0;0;0;0;0;1;0;0;0;0;0;0;212500;0;Article 5(1)(a), Article 5(1)(c), Article 9;yes;1;0;1;1;1
unspecific;0;2023;Retail;Germany;0;1;0;0;1;0;0;0;0;0;0;1;15000;0;Article 12, Article 15;yes;1;0;0;1;1
249859;0;2023;Retail;Italy;0;1;0;0;0;0;1;0;1;0;0;1;0;0;Article 5(1)(c), Article 5(1)(e), Article 32(1)(b), Article 32(1)(d), Article 32(2);No conflict;1;1;1;0;1
unspecific;0;2023;Medical;Italy;0;1;0;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(a), Article 5(1)(c), Article 5(1)(f), Article 9, Article 25(1), Article 25(2);No conflict;1;0;0;1;1
2926458;0;2023;Marketing;Italy;0;1;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a), Article 5(1)(b), Article 5(1)(c), Article 5(1)(e), Article 5(2), Article 6(1)(a), Article 12(1), Article 13(2)(a), Article 24, Article 130(4) of the Code;yes;1;0;1;1;1
50;0;2023;Medical;Italy;0;1;0;0;0;1;1;0;0;0;0;0;340000;0;Article 9(2)(a);No conflict;0;0;0;0;0
40000;0;2023;Marketing;Italy;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5, Article 6, Article 7, Article 12, Article 13, Article 14, Article 15, Article 17, Article 21, Article 24, Article 25, Article 130 of the Code;yes;1;0;1;1;1
unspecific;0;2023;Retail;Italy;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Article 5, Article 13, Article 114;No conflict;1;0;1;1;1
unspecific;0;2023;Social Media;Italy;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 5, Article 15-22;yes;1;0;0;1;1
unspecific;0;2023;Retail;Italy;0;1;0;0;0;0;0;0;0;0;0;1;70000;0;Article 5(1)(a), Article 6, Article 13, Article 157;yes;1;0;1;1;1
unspecific;0;2023;Public sector;Italy;0;0;0;1;0;0;0;0;0;0;0;0;5000000;0;Article 5(1)(a) GDPR, Article 5(1)(c) GDPR, Article 5(1)(f) GDPR, Article 10 GDPR, Article 83(5) GDPR, Article 166(2) Codice Privacy, Article 2-octies Codice Privacy;yes;1;0;1;1;1
unspecific;0;2023;Retail;Italy;0;0;0;0;0;0;1;0;0;0;0;0;300000;0;Article 5(1)(a), Article 5(2), Article 6, Article 7, Article 12, Article 13, Article 15, Article 21, Article 24(1), Article 24(2), Article 25, Article 130 of the Code;No conflict;1;0;1;1;1
unspecific;0;2022;Human resources;Netherlands;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Not specified;No conflict;0;0;0;1;1
1;0;2023;Medical;Italy;0;1;0;0;0;1;0;0;0;0;0;1;0;0;Article 5(1)(f), Article 32;No conflict;1;1;0;0;1
309;0;2024;Public sector;Italy;0;0;0;1;0;1;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 6, Article 9, Article 10, Article 13, Article 14, Article 35;yes;1;0;1;1;1
1;0;2023;Medical;Italy;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 5(2), Article 9, Article 32;No conflict;1;1;1;0;1
unspecific;0;2024;Medical;Italy;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 5(1)(a), Article 6, Article 9, Article 12, Article 13;yes;1;0;1;1;1
24;0;2024;Medical;Italy;0;0;1;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 9, Article 32;No conflict;1;1;1;1;1
777765;0;2024;Retail;Italy;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 5(1)(f) and Article 32(1) and (2);No conflict;1;1;0;0;1
732;0;2024;Medical;Italy;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 5(1)(a), Article 5(1)(f), Article 9, Article 12, Article 13, Article 32;No conflict;1;1;1;1;1
unspecific;0;2024;Retail;Italy;0;0;0;0;0;0;0;0;0;0;0;1;525000;0;Article 5(1)(c), Article 12, Article 17;No conflict;1;0;0;1;1
unspecific;0;2024;Public sector;Italy;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 13(1)(b), Article 37(1)(a), Article 37(7);No conflict;0;0;1;1;1
unspecific;0;2024;Medical;Italy;0;0;0;0;0;1;1;0;0;0;0;0;251000000;0;Article 5(1)(a), Article 5(1)(f), Article 9, Article 25, Article 32;No conflict;1;1;1;1;1
unspecific;0;2024;Public sector;Italy;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 6, Article 2-ter;No conflict;1;0;0;0;1
unspecific;0;2024;Public sector;Italy;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Article 5, paragraph 1, letters a and c;No conflict;1;0;1;0;1
unspecific;0;2024;Medical;Italy;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 5(1)(a), Article 5(1)(e), Article 5(2), Article 9(2)(j), Article 13, Article 14(5)(b), Article 25, Article 35;yes;1;0;1;1;1
unspecific;0;2024;Public sector;Italy;0;1;1;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 5(1)(f), Article 5(2), Article 12, Article 25, Article 32, Article 34;No conflict;1;1;1;1;1
unspecific;0;2024;Individual;Italy;0;0;0;0;0;0;0;0;1;0;0;0;25333;0;Article 5(1)(a), Article 6;No conflict;1;0;0;0;1
unspecific;0;2024;Public sector;Italy;0;0;0;0;0;1;0;1;0;1;0;0;0;0;Article 5, Article 6, Article 9(2)(b);No conflict;1;0;1;0;1
unspecific;0;2024;Leisure;Italy;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Article 5, Article 13, Article 114;yes;1;0;1;1;1
unspecific;0;2024;Social Media;Italy;0;0;0;0;0;0;0;0;0;0;0;0;600000;0;Article 5(1)(a), Article 12(1), Article 12(2), Article 13, Article 14;No conflict;1;0;0;1;1
unspecific;0;2024;Marketing;Italy;0;1;0;0;0;0;0;0;1;0;0;0;37500;0;Article 5(1)(a), Article 5(2), Article 6, Article 7, Article 12(2), Article 12(3), Article 13, Article 14, Article 15, Article 21, Article 24(1), Article 130 of the Code;yes;1;0;1;1;1
